idp_num,pheno,ukb_id,idp_short_name,cat_num,category,description,h2,h2_se
0748,0748,26955,aparc-pial_lh_area_transversetemporal,2,cortical area,Area of transversetemporal in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,0.18,0.0184
0749,0749,26956,aparc-pial_rh_area_TotalSurface,2,cortical area,Area of TotalSurface in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,0.287,0.0217
0750,0750,26957,aparc-pial_rh_area_bankssts,2,cortical area,Area of bankssts in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,0.0862,0.0154
0751,0751,26958,aparc-pial_rh_area_caudalanteriorcingulate,2,cortical area,Area of caudalanteriorcingulate in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,0.1,0.0174
0752,0752,26959,aparc-pial_rh_area_caudalmiddlefrontal,2,cortical area,Area of caudalmiddlefrontal in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,0.192,0.0225
0753,0753,26960,aparc-pial_rh_area_cuneus,2,cortical area,Area of cuneus in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,0.271,0.0233
0754,0754,26961,aparc-pial_rh_area_entorhinal,2,cortical area,Area of entorhinal in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,0.127,0.017
0755,0755,26962,aparc-pial_rh_area_fusiform,2,cortical area,Area of fusiform in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,0.179,0.019
0756,0756,26963,aparc-pial_rh_area_inferiorparietal,2,cortical area,Area of inferiorparietal in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,0.175,0.0182
0757,0757,26964,aparc-pial_rh_area_inferiortemporal,2,cortical area,Area of inferiortemporal in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,0.187,0.0172
0758,0758,26965,aparc-pial_rh_area_isthmuscingulate,2,cortical area,Area of isthmuscingulate in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,0.156,0.0192
0759,0759,26966,aparc-pial_rh_area_lateraloccipital,2,cortical area,Area of lateraloccipital in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,0.218,0.0215
0760,0760,26967,aparc-pial_rh_area_lateralorbitofrontal,2,cortical area,Area of lateralorbitofrontal in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,0.189,0.0206
0761,0761,26968,aparc-pial_rh_area_lingual,2,cortical area,Area of lingual in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,0.246,0.0232
0762,0762,26969,aparc-pial_rh_area_medialorbitofrontal,2,cortical area,Area of medialorbitofrontal in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,0.163,0.0184
0763,0763,26970,aparc-pial_rh_area_middletemporal,2,cortical area,Area of middletemporal in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,0.206,0.0207
0764,0764,26971,aparc-pial_rh_area_parahippocampal,2,cortical area,Area of parahippocampal in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,0.179,0.0184
0765,0765,26972,aparc-pial_rh_area_paracentral,2,cortical area,Area of paracentral in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,0.148,0.0229
0766,0766,26973,aparc-pial_rh_area_parsopercularis,2,cortical area,Area of parsopercularis in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,0.112,0.0172
0767,0767,26974,aparc-pial_rh_area_parsorbitalis,2,cortical area,Area of parsorbitalis in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,0.145,0.0167
0768,0768,26975,aparc-pial_rh_area_parstriangularis,2,cortical area,Area of parstriangularis in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,0.135,0.0194
0769,0769,26976,aparc-pial_rh_area_pericalcarine,2,cortical area,Area of pericalcarine in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,0.315,0.0295
0770,0770,26977,aparc-pial_rh_area_postcentral,2,cortical area,Area of postcentral in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,0.173,0.0193
0771,0771,26978,aparc-pial_rh_area_posteriorcingulate,2,cortical area,Area of posteriorcingulate in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,0.158,0.0241
0772,0772,26979,aparc-pial_rh_area_precentral,2,cortical area,Area of precentral in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,0.259,0.0305
0773,0773,26980,aparc-pial_rh_area_precuneus,2,cortical area,Area of precuneus in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,0.206,0.0191
0774,0774,26981,aparc-pial_rh_area_rostralanteriorcingulate,2,cortical area,Area of rostralanteriorcingulate in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,0.0938,0.0144
0775,0775,26982,aparc-pial_rh_area_rostralmiddlefrontal,2,cortical area,Area of rostralmiddlefrontal in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,0.23,0.0192
0776,0776,26983,aparc-pial_rh_area_superiorfrontal,2,cortical area,Area of superiorfrontal in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,0.194,0.0188
0777,0777,26984,aparc-pial_rh_area_superiorparietal,2,cortical area,Area of superiorparietal in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,0.182,0.0184
0778,0778,26985,aparc-pial_rh_area_superiortemporal,2,cortical area,Area of superiortemporal in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,0.224,0.0275
0779,0779,26986,aparc-pial_rh_area_supramarginal,2,cortical area,Area of supramarginal in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,0.16,0.0181
0780,0780,26987,aparc-pial_rh_area_frontalpole,2,cortical area,Area of frontalpole in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,0.0595,0.0141
0781,0781,26988,aparc-pial_rh_area_transversetemporal,2,cortical area,Area of transversetemporal in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,0.179,0.0184
0782,0782,27059,BA-exvivo_lh_area_BA1,2,cortical area,Area of BA1 in the left hemisphere generated by parcellation of the white surface using BA_exvivo parcellation,0.154,0.0184
0783,0783,27060,BA-exvivo_lh_area_BA2,2,cortical area,Area of BA2 in the left hemisphere generated by parcellation of the white surface using BA_exvivo parcellation,0.153,0.0179
0784,0784,27061,BA-exvivo_lh_area_BA3a,2,cortical area,Area of BA3a in the left hemisphere generated by parcellation of the white surface using BA_exvivo parcellation,0.207,0.0234
0785,0785,27062,BA-exvivo_lh_area_BA3b,2,cortical area,Area of BA3b in the left hemisphere generated by parcellation of the white surface using BA_exvivo parcellation,0.207,0.0224
0786,0786,27063,BA-exvivo_lh_area_BA4a,2,cortical area,Area of BA4a in the left hemisphere generated by parcellation of the white surface using BA_exvivo parcellation,0.22,0.0215
0787,0787,27064,BA-exvivo_lh_area_BA4p,2,cortical area,Area of BA4p in the left hemisphere generated by parcellation of the white surface using BA_exvivo parcellation,0.22,0.0244
0788,0788,27065,BA-exvivo_lh_area_BA6,2,cortical area,Area of BA6 in the left hemisphere generated by parcellation of the white surface using BA_exvivo parcellation,0.245,0.0296
0789,0789,27066,BA-exvivo_lh_area_BA44,2,cortical area,Area of BA44 in the left hemisphere generated by parcellation of the white surface using BA_exvivo parcellation,0.133,0.0179
0790,0790,27067,BA-exvivo_lh_area_BA45,2,cortical area,Area of BA45 in the left hemisphere generated by parcellation of the white surface using BA_exvivo parcellation,0.174,0.0184
0791,0791,27068,BA-exvivo_lh_area_V1,2,cortical area,Area of V1 in the left hemisphere generated by parcellation of the white surface using BA_exvivo parcellation,0.327,0.0283
0792,0792,27069,BA-exvivo_lh_area_V2,2,cortical area,Area of V2 in the left hemisphere generated by parcellation of the white surface using BA_exvivo parcellation,0.298,0.024
0793,0793,27070,BA-exvivo_lh_area_MT,2,cortical area,Area of MT in the left hemisphere generated by parcellation of the white surface using BA_exvivo parcellation,0.144,0.0173
0794,0794,27071,BA-exvivo_lh_area_perirhinal,2,cortical area,Area of perirhinal in the left hemisphere generated by parcellation of the white surface using BA_exvivo parcellation,0.177,0.0192
0795,0795,27072,BA-exvivo_lh_area_entorhinal,2,cortical area,Area of entorhinal in the left hemisphere generated by parcellation of the white surface using BA_exvivo parcellation,0.218,0.0219
0796,0796,27101,BA-exvivo_rh_area_BA1,2,cortical area,Area of BA1 in the right hemisphere generated by parcellation of the white surface using BA_exvivo parcellation,0.17,0.0197
0797,0797,27102,BA-exvivo_rh_area_BA2,2,cortical area,Area of BA2 in the right hemisphere generated by parcellation of the white surface using BA_exvivo parcellation,0.14,0.0178
0798,0798,27103,BA-exvivo_rh_area_BA3a,2,cortical area,Area of BA3a in the right hemisphere generated by parcellation of the white surface using BA_exvivo parcellation,0.233,0.0281
0799,0799,27104,BA-exvivo_rh_area_BA3b,2,cortical area,Area of BA3b in the right hemisphere generated by parcellation of the white surface using BA_exvivo parcellation,0.23,0.0324
0800,0800,27105,BA-exvivo_rh_area_BA4a,2,cortical area,Area of BA4a in the right hemisphere generated by parcellation of the white surface using BA_exvivo parcellation,0.22,0.0248
0801,0801,27106,BA-exvivo_rh_area_BA4p,2,cortical area,Area of BA4p in the right hemisphere generated by parcellation of the white surface using BA_exvivo parcellation,0.237,0.0263
0802,0802,27107,BA-exvivo_rh_area_BA6,2,cortical area,Area of BA6 in the right hemisphere generated by parcellation of the white surface using BA_exvivo parcellation,0.227,0.0257
0803,0803,27108,BA-exvivo_rh_area_BA44,2,cortical area,Area of BA44 in the right hemisphere generated by parcellation of the white surface using BA_exvivo parcellation,0.168,0.0183
0804,0804,27109,BA-exvivo_rh_area_BA45,2,cortical area,Area of BA45 in the right hemisphere generated by parcellation of the white surface using BA_exvivo parcellation,0.145,0.0191
0805,0805,27110,BA-exvivo_rh_area_V1,2,cortical area,Area of V1 in the right hemisphere generated by parcellation of the white surface using BA_exvivo parcellation,0.345,0.0307
0806,0806,27111,BA-exvivo_rh_area_V2,2,cortical area,Area of V2 in the right hemisphere generated by parcellation of the white surface using BA_exvivo parcellation,0.31,0.0262
0807,0807,27112,BA-exvivo_rh_area_MT,2,cortical area,Area of MT in the right hemisphere generated by parcellation of the white surface using BA_exvivo parcellation,0.161,0.0195
0808,0808,27113,BA-exvivo_rh_area_perirhinal,2,cortical area,Area of perirhinal in the right hemisphere generated by parcellation of the white surface using BA_exvivo parcellation,0.186,0.0211
0809,0809,27114,BA-exvivo_rh_area_entorhinal,2,cortical area,Area of entorhinal in the right hemisphere generated by parcellation of the white surface using BA_exvivo parcellation,0.188,0.0204
0810,0810,27143,aparc-DKTatlas_lh_area_caudalanteriorcingulate,2,cortical area,Area of caudalanteriorcingulate in the left hemisphere generated by parcellation of the white surface using DKT parcellation,0.219,0.0282
0811,0811,27144,aparc-DKTatlas_lh_area_caudalmiddlefrontal,2,cortical area,Area of caudalmiddlefrontal in the left hemisphere generated by parcellation of the white surface using DKT parcellation,0.185,0.0231
0812,0812,27145,aparc-DKTatlas_lh_area_cuneus,2,cortical area,Area of cuneus in the left hemisphere generated by parcellation of the white surface using DKT parcellation,0.26,0.0222
0813,0813,27146,aparc-DKTatlas_lh_area_entorhinal,2,cortical area,Area of entorhinal in the left hemisphere generated by parcellation of the white surface using DKT parcellation,0.181,0.0201
